,Time,Desc,img,day,month
137,JANUARY 5,"bjp4up
Verified
भाजपा सरकार प्रदेश में जीरो टॉलरेंस की नीति के तहत पारदर्शी भर्ती प्रक्रिया अपना रही है।

बेसिक माध्यमिक, उच्च व तकनीकि शिक्षण संस्थानों में शिक्षकों की नियुक्ति के लिए 'उत्तर प्रदेश शिक्षा सेवा चयन आयोग' का जल्द किया जाएगा गठन।

#zerotolerance #curuption #up #upbjp #bjp4india
9w
See translation
vedwan.ujjwal
Upsi bhrti m puri dhandli hui pardarsita app k khene se thodi ho jayegi SIT jach krvao
9wReply
See translation
anupamrajpoot4
लेखपाल की भर्ती ही पूरी करवा लो पहले
9wReply
See translation
anupamrajpoot4
Pahle ek result hi de do bad me kuchh karna
9wReply
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/321997086_170333892362750_6387828809665778927_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=JSt0uxotOfIAX9RklVz&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzAwOTAzOTAwMDUwOTE2NzcyNA%3D%3D.2-ccb7-5&oh=00_AfALCXJtyXSlPtzpUOpqq3BFDu4VW0cJi3cJvrXoE2PsDA&oe=6412B95A&_nc_sid=6136e7,5,January
259,"DECEMBER 6, 2022","bjp4up
Verified
G-20 की अध्यक्षता वैश्विक स्तर पर भारत की अनोखी छवि प्रस्तुत करने का अवसर है।

इस अवसर पर भारत की छवि पारंपरिक महानगरों से बाहर निकलकर देश के अन्य भागों में परिलक्षित होगी।

#g20 #newindia #world
13w
See translation
99361_36900
India's greatest prime minister of Shri Modi ji 🙏
13wReply
rajeshchauhan191073
જય હિદ જય ભારત દેશ ના શ્રી નરેન્દ્ર મોદી સર
13wReply
See translation
kaithwas5250
Jai shree ram jai ho modi ji ke jai ho
13w2 likesReply
See translation
jarnika7
Proud of u modiji ❤️❤️❤️
13w2 likesReply",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/318446898_814157596335668_73422157302677178_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=108&_nc_ohc=s9FRJkT_ECoAX-awzUo&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk4NzI2MDA0MDY3NjUzNTYxNQ%3D%3D.2-ccb7-5&oh=00_AfAOh2PBcIeqxyd18Yumq0uTtmpFOU86vmSNlCFW2Vtn8g&oe=64148473&_nc_sid=6136e7,6,December
3447,"OCTOBER 17, 2018","myogi_adityanath
Verified
लखनऊ स्थित सरकारी आवास पर नेपाल में भारत के राजदूत श्री मंजीव सिंह पुरी जी ने शिष्टाचार भेंट की। उन्हें अंग वस्त्र व कुम्भ का लोगो भेंट किया।
229w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/42707376_2138575333077305_6261894970141392_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=l-aMX1fFGZYAX-Jpztc&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTg5MjA3MzE4MDc1NjEzMzk1Ng%3D%3D.2-ccb7-5&oh=00_AfBhweWdsP7_j1DGkDtxO2FyuPU32asDlEdD1cSVpXRNIQ&oe=64149F00&_nc_sid=6136e7,17,October
346,"JUNE 25, 2022","bjp4up
Verified
प्रधानमंत्री श्री नरेन्द्र मोदी 26 जून 2022 को सुबह 11:00 बजे #MannKiBaat के जरिए संवाद करेंगे।
37w
See translation
rajandermorya.morya
जय श्री राम मोदी जी
36wReply
See translation
prashant_tyagi_tkd
🔥🔥🔥🔥
37wReply
mayur_gauswami_143
🔥
37wReply
nishantgour8299
😍😍
37wReply",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/289365618_1519156958514514_1895289200793866267_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=VZGHNExCU0UAX8O4sF4&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjg2ODQ2MjYwMjkzMDMyNjUwNQ%3D%3D.2-ccb7-5&oh=00_AfDgWcKow17Y_9IOIonJZFnfHPZ3i5i1Rbe8COtE3TJFAw&oe=64148AFC&_nc_sid=6136e7,25,June
1393,"JULY 4, 2021","bjp4up
Verified
देवभूमि उत्तराखंड के मुख्यमंत्री के रूप में शपथ लेने पर माननीय श्री पुष्कर सिंह धामी जी को हार्दिक बधाई एवं शुभकामनाएं
88w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/209783909_249934990302086_6111960789476938672_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=9RFky-h-xEUAX_Oqh9W&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjYxMDQwMjMzNjgzOTYxNjg2Nw%3D%3D.2-ccb7-5&oh=00_AfDkUM1yW7mwpCjJDgvzP47PZhIa0v3hjIcTthJOxmVQVw&oe=6413B299&_nc_sid=6136e7,4,July
218,"DECEMBER 19, 2022","bjp4up
Verified
अतीत में, जब भारत समृद्ध था तो दुनिया में भारत को लेकर एक आकर्षण था लेकिन गुलामी के लंबे कालखंड में भारत की छवि बदल गई।

अब भारत अपनी नई छवि गढ़ रहा है और दुनिया भारत को जानना-समझना चाहती है।
- प्रधानमंत्री श्री @narendramodi
12w
See translation
pathak19331
महोदय जी उत्तर प्रदेश में एक गाय पालना क्या घोर अपराध है महोदय जी मुझे एक गाय पालने से रोका जा रहा हैं बार बार मुख्यमंत्री हेल्प लाइन पर आवाज उठा चुका हूं स्थानीय अधिकारी गण गाय पालने के नाम पर मेरा 4 साल से उत्पीड़न कर रहे हैं महोदय जी आप एक उच्चस्तरीय जांच करा सकते हैं अगर मेरी गलती है तो सविधान के अंतर्गत जो भी सजा मुझे मिलेगी सहने के लिए तयार हू मेरा संपर्क no 9837092331 महेश पाठक गोविंदनगर ब्लॉक ए गली no 3 मुरादाबाद
11wReply
See translation
pathak19331
महोदय जी बहुत खूब बहुत सुंदर छवि एवम कार्य
11wReply
See translation
royal_neelthakur
😍😍❤️❤️👏👏🔥🔥
11wReply
sunitaverma4896
You are great pm modi sir ji 🙏🌹🙏🌹🌷🌷🌹
12wReply
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/320260880_1549730018803845_8254909520058808685_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=109&_nc_ohc=pgiJYcViESoAX-AWOzu&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk5NjM4NTgzMzg2OTMwNjgwMg%3D%3D.2-ccb7-5&oh=00_AfDL1RRM5390NFKQ0qLsJ0dYboHPZTGdHCiddZ1pXRugSQ&oe=6412E86D&_nc_sid=6136e7,19,December
3052,"FEBRUARY 10, 2019","myogi_adityanath
Verified
#UPCM श्री @myogi_adityanath जी ने प्रयागराज कुम्भ के प्रमुख स्नान पर्व बसन्त पंचमी के पावन अवसर पर प्रदेशवासियों एवं कुम्भ में स्नान हेतु देश-विदेश से पधारे संत-महात्माओं एवं श्रद्धालुओं को हार्दिक शुभकामनाएं दीं हैं।
213w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/50515019_118956345835083_2690888614286090039_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=fffNtWUllwwAX_ETPyi&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTk3NjIxNjY1MDczODg0MTc2Mw%3D%3D.2-ccb7-5&oh=00_AfB0GC7q9pFmWH5Zjv8A4hywXBEbYYuC0iDwEFRXwe115g&oe=6413C130&_nc_sid=6136e7,10,February
3254,"DECEMBER 29, 2018","myogi_adityanath
Verified
#UPCM श्री @myogiadityanath जी जनपद लखनऊ स्थित यूपी 100 भवन में आयोजित वरिष्‍ठ पुलिस अधिकारियों के सम्‍मेलन में उपस्थित हुए। 28 Dec 2019
219w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/47583808_373275933430175_8898047280651917161_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=111&_nc_ohc=9asgbBhp_r4AX_11DKs&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTk0NDk2MDkzMDQ1MDQxMzk0Mg%3D%3D.2-ccb7-5&oh=00_AfARLSCAPjFeQ3PwXFXDuovZLhDiSuJx8jZ7n6vvKptuRg&oe=6414C2D9&_nc_sid=6136e7,29,December
3387,"NOVEMBER 5, 2018","myogi_adityanath
Verified
गोरखपुर के अंधियारी बाग मानसरोवर में दर्शन आदि करते #UPCM माननीय मुख्यमंत्री योगी आदित्यनाथ।
227w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/44395399_365095764032561_5354998875762524486_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=4YVaIsp-xxcAX-cKJE6&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTkwNTg1NDIyMTI3ODg4NzY3Nw%3D%3D.2-ccb7-5&oh=00_AfDBDhgwC8etxuYPvXYYUEXEIB1xr-2asYD9niDR_xkl7w&oe=6413C343&_nc_sid=6136e7,5,November
3519,"SEPTEMBER 27, 2018","myogi_adityanath
Verified
सरकारी आवास पर कर्नाटक के डॉ. चेन्नामल्लिकार्जुन स्वामी जी ने भेंट की।
232w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/41394477_448759475616850_549928627714160273_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=rSMB4429rT8AX-sEcCT&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTg3NzU3Mzc4NzYwMDQyMDU4OQ%3D%3D.2-ccb7-5&oh=00_AfCNZ35uo1ewJ9WVhG7guncKNg2CS1dKBOAIPWXa_aSssA&oe=6414553B&_nc_sid=6136e7,27,September
1181,"NOVEMBER 4, 2021","bjp4up
Verified
Happy Diwali 💥
70w
farhaz25
Please help sir
70wReply
rampallijagannadhasastry
Jai sri ram
70wReply
See translation
asis5036
Happy diwail jai shree ram 🙏
70wReply
See translation
vinaynayak3987
❤️🔥❤️
70wReply
gunjanajeet
👏
70wReply
aryansingh318
We will win 2022 with350+😍😍
70wReply
the_rahul28s
दीपावली के पावन पर्व की आपको एवं आपके पूरे परिवार को हार्दिक शुभकामनाएं। यह पर्व आप सभी के जीवन में उल्लास, उन्नति, सुख एवं समृद्धि में अभिवृद्धि करे, यही ईश्वर से कामना है।
राहुल नायक मंडल अध्यक्ष युवा मोर्चा
70wReply
See translation
_adarsh_tiwari_09
Jay Ho
70wReply
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/252328222_569022447512274_6822173464855228889_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=106&_nc_ohc=V1uhDmokaaMAX_wCZRi&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY5OTM3ODA1MDQwMjgyMjk3Nw%3D%3D.2-ccb7-5&oh=00_AfByxZ6DYQ8Mmx62iFa4ZUxfSL3Hb8FmfX_qZigBk5oTCQ&oe=6414110D&_nc_sid=6136e7,4,November
3369,"NOVEMBER 11, 2018","myogi_adityanath
Verified
प्रदेश सरकार की मेहनत लायी रंग। प्रदेश का पहला सौभाग्यशाली डिस्कॉम बना पश्चिमांचल। सभी गांवों और मजरों में फैला उजियारा।
226w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/44595572_751387185227307_1876308819011951347_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=KD7Cjgw3TyIAX9Zjka5&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTkxMDI5NDAwNjU3NTg3MDM3OA%3D%3D.2-ccb7-5&oh=00_AfCFdCEn_4Crk0ufz7FMI7ZMHvKJdDQnxuw8Pa8q7JrQGw&oe=6413FFF2&_nc_sid=6136e7,11,November
1118,"NOVEMBER 29, 2021","bjp4up
Verified
मुख्यमंत्री श्री योगी आदित्यनाथ की दमदार बातें

#yogiadityanath #yogibaba #yogiji #modi #uttarpradesh #upcm #bhagwarang #jaishreeram #shriram #rammandir #rammandirayodhya #bjpup #bjp
66w
See translation
khusboosharma243
🔥🔥
66wReply
harnamsingh29154
माननीय मुख्यमंत्री श्री योगी आदित्यनाथ जी से निवेदन है किआपकी सरकार में भ्रष्टाचार तेजी से बढ़ रहा है और कोई अधिकारी नेता सुनने वाला नहीं है क्या श्री मान योगी जी होते हुए भी हम गरीबों को न्याय नहीं मिलेगा और मैं सभी अधिकारियों एवं कर्मचारियों को सूचना दे रहा हूं लेकिन मुझे लगता नहीं है कि ग्राम पंचायत में जांच कर रिपोर्ट दर्ज कराई जा सकती है
66wReply
See translation
ghanshyam.sukhwal
👏👏🔥🔥👏👏
66wReply
nasruddin2784
उत्तर प्रदेश के यशशवी मुख्यमंत्री श्री योगी आदित्यनाथ जी को हार्दिक बधाई एवं शुभकामनाएं २०२२ विजय संकल्प
66wReply
See translation
its_rajesh_sadbhaiyya
जय श्री राम
66wReply
See translation
abhinavkumarsahai
#IndiraGandhi ‘ s #Section498A continues to be misused when will you or @incindia write abt that ?? Her one act spoilt the personal lives of many young men of #India
66wReply
guptaarjun9198
जय श्री राम
66wReply
See translation
dr.aakashrathor
Jay yogi ji
66wReply
See translation
asis5036
Jai ho yogi ji 🙏
66wReply
See translation
rudra_chaubey_05
Yogi Sarkar
66wReply
See translation
rues_16
Jai Yogiji
66wReply
See translation
vikulmalik11
जय श्री राम #दमदार_योगी_सरकार 🔥
66w1 likeReply
See translation
uma_shankar_singh_sonu
""Jay Ho, Vijay Ho"" Maharaj Ji
66wReply
See translation
official.sahilvishwakarma
ना साईकल, ना हाथी और ना ही हाथ, मतलब एक बार फिर से योगी आदित्यनाथ । @myogi_adityanath #दमदार_योगी_सरकार
66w1 likeReply
See translation
pushpendr010_soni_ji
Jay shree ram 🚩🚩🚩🚩
66wReply
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/262281727_271287938390161_5737852670060163797_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=157oZOY258UAX9zjRxY&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjcxNzY1NzMxOTQzMjMyODAxMg%3D%3D.2-ccb7-5&oh=00_AfB0X1w1sBBTtqQ-lAC67EjuCSlpqA3KwaCEYzIjHvWM6Q&oe=641402FF&_nc_sid=6136e7,29,November
2872,"JUNE 18, 2019","myogi_adityanath
Verified
आज लखनऊ स्थित सरकारी आवास पर सिद्धपीठ हथियाराम मठ, गाजीपुर के बाल विद्वान श्री आशुतोष दुबे से मिलकर, उन्हें अंगवस्त्र भेंट कर सम्मानित किया । इतनी कम वय में ही संस्कृत भाषा में पाण्डित्य प्राप्त कर लेने वाले श्री आशुतोष दुबे का संस्कृत ज्ञान सराहनीय, प्रेरक और अनुकरणीय है।
194w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/61852833_745866185815262_377878429481970955_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=v075iQfrKG0AX9bqRSq&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjA2OTA5MDk2OTYyNTY2MzYzMw%3D%3D.2-ccb7-5&oh=00_AfDd94Mfxo_0_24qQaDVm6vL2FBuvk66eoVY8jDeLbc30w&oe=641336A5&_nc_sid=6136e7,18,June
191,"DECEMBER 24, 2022","bjp4up
Verified
प्रधानमंत्री श्री @narendramodi से दिल्ली में मुख्यमंत्री श्री @myogi_adityanath ने मुलाकात की।

#modi #yogi #bjpup #up #bjp4india #meeting
11w
See translation
dinbandhupandeypandey
Jai Shree Ram 🙏🙏
11w2 likesReply
See translation
kajalreetamani15679
कुशल #वर्तमान दमदार #भविष्य दोनों का सादर अभिनन्दन 🙏❤️
11w2 likesReply
See translation
shivam_srivastava3_7
जय श्री राम 🚩🧡
11w3 likesReply
See translation
rathorepuran808
🚩🚩🙏🙏 Jai shree ram
11w1 likeReply
See translation
shuklasareeta
Jai shree mahakal 🙏🏻🙏🏻
11w1 likeReply
See translation
the_mohit.bhardwaj
Pic of the day....jai shree ram🙌🙌
11wReply
See translation
sajalthakursahab_28
Modi ji + yogi ji = gundoo ki safai
11w1 likeReply
See translation
lambardaarbalram
Awesome Yogi Sir
11w2 likesReply
lambardaarbalram
Both are super hero of Indian politics
11w3 likesReply
akshu_____sharma
Jai shree Ram हिंदुत्व राज 🔥❤️😍
11w1 likeReply
See translation
_rajanpandeyraja_up_41_
Jay ho 🔥🔥
11wReply
See translation
lambardaarbalram
My Respected politician
11w3 likesReply
ll__royal__thakur__ll
JAI SHRI RAM❤️
11wReply
See translation
nandanitiwari76
Jai shree Ram 🔥🔥🔥🔥
10wReply
See translation
akalovyasrivastava
Jay Shri Ram
11w2 likesReply
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/321181774_529758142538187_5988522375444184152_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=XVf1dY-IEtsAX9AIn71&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MzAwMDI3MDQ2OTI3MTQxODY1Ng%3D%3D.2-ccb7-5&oh=00_AfCtELabJHUbz8K057vijZxjbLoXUbWjYwUmob2ui9GeRQ&oe=6412C997&_nc_sid=6136e7,24,December
2877,"JUNE 17, 2019","myogi_adityanath
Verified
नई दिल्ली प्रवास के दौरान माननीय केंद्रीय रेल, वाणिज्य और उद्योग मंत्री श्री पीयूष गोयल जी से शिष्टाचार भेंट की। मुझे विश्वास है कि, जन सुविधा और विकास के बारे में की गई हमारी चर्चा सार्थक परिणाम लाएगी और उ.प्र. विकास के नए सफर पर निरन्तर बढ़ता रहेगा।
195w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/61918979_860290044336939_1943947651324959757_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=-O8NnHCULx8AX9wZ_SR&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjA2ODEzNzk1NTQ2NTIwMzA0OA%3D%3D.2-ccb7-5&oh=00_AfCWKexdWtTchLCiAfyA5Uq92BE8EUfyuwg3a86ehU3IBw&oe=64134AD8&_nc_sid=6136e7,17,June
1303,"SEPTEMBER 4, 2021","bjp4up
Verified
माफियाओं पर सीधा प्रहार, यूपी में फिर भाजपा सरकार

#cleanup #mafia #don #crime #police #leadership #UttarPradesh #up #bjp #india #modi #yogi #youth #law #order #tourism #travelling #safety #yogiadityanath #narendramodi #bjp4up #bjputtarpradesh
79w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/241225794_851624762210993_3797345052984153894_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=A34dB6GQ2CwAX8MSUcg&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY1NTI3MDcxNzk1MjAxNTQ0NQ%3D%3D.2-ccb7-5&oh=00_AfBKuDrzpR4TyZ_ECLw1XW8ARJk8hSQbgRs7nXUMfxvh_g&oe=64139871&_nc_sid=6136e7,4,September
3013,"FEBRUARY 19, 2019","myogi_adityanath
Verified
#UPCM श्री @myogi_adityanath जी ने जनपद गोरखपुर में प्रधानमंत्री श्री @narendramodi जी के प्रस्तावित दौरे के मद्देनजर हेलीपैड से कार्यक्रम स्थल तक समुचित व्यवस्था सुनिश्चित करने के निर्देश अधिकारियों को दिए।
211w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/51044399_579070245894561_180321878366312882_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=109&_nc_ohc=aavwbdkYOmwAX99FpcW&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTk4MjQ1NTQ0MzMxODEwMTI4NA%3D%3D.2-ccb7-5&oh=00_AfC4YD1pWU7DMTwUU4HgB2pk3jrtyYWkVIMsqhJEniZO7w&oe=6414BFC6&_nc_sid=6136e7,19,February
3124,"JANUARY 26, 2019","myogi_adityanath
Verified
गणतंत्र दिवस के 69 वर्ष पूर्ण होने के अवसर पर समस्‍त प्रदेशवासियों को हृदय से बधाई: #UPCM श्री @myogi_adityanath जी
215w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/50170732_376230633133555_2448181061026856083_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=107&_nc_ohc=JGOTFtDgtywAX8LT27j&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MTk2NTM1MTMwNTE2OTkyMTk1Ng%3D%3D.2-ccb7-5&oh=00_AfAqhECdhd_PxTYcof7Homxy9I_wPgTz35sgv5O2SMq5Lg&oe=6413C459&_nc_sid=6136e7,26,January
1399,"JULY 1, 2021","bjp4up
Verified
बच्चों के बेहतर स्वास्थ्य के लिए संवेदनशील भाजपा सरकार

बच्चों को कोविड की तीसरी लहर से बचाने व संक्रामक रोगों से बचाने के लिए 50 लाख मेडिसिन किट वितरण शुरू।
#IndiaFightsCorona #corona #covid19 #india #bjp #pandemic #vaccine #injection #hospital #doctor #nurse #medicalsector #medisinkit #uttarpradesh
88w
See translation",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/209546027_610924336964767_5359775656158788794_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=107&_nc_ohc=pHchplkoMCUAX8ACkmO&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjYwODE1NTA4MjU1MjU0OTc5Nw%3D%3D.2-ccb7-5&oh=00_AfD56z2dFKFGGdApzCYAKGx2vI99_Uw433wVwQWzk6Z7JA&oe=64136C6F&_nc_sid=6136e7,1,July
1268,"SEPTEMBER 27, 2021","bjp4up
Verified
रौशन हो रहा प्रदेश

#bjp #yogigovt #bjpgovt #cm #yogiadityanath #electricity #powersupply #development #infrastructure #newindia #buildingnation #nationwithnamo
Edited · 76w
See translation
abhishek_mishra_sumit
जय हो विजय हो
75wReply
See translation
anjani.chaurasia.3
🔥🔥🔥🔥
75wReply
neerajd811
बस कागजो में आती होगी
75wReply
See translation
vikasgupta_55
😢😢😢😢
75wReply
vikasgupta_55
Bijli to aati nhi Lekin bill bahut jyada aata hai😢😢😢😢
75wReply
See translation
anuj_yaduvanshi_22
😂😂अरे bhai kam se kam janta ko gumrah mat karo yaar hamare yha 10 minut rahti hai to 1 ghanta kat jati hai kabhi 1 ghanta bhi sahi se nhi takati 😂😂Or rhi bat kanekshan की to bijali ka paisa kitna badh gya h bas kisi tarah paisa lutna hai
75wReply
See translation
abhay_singh_rajpoot_786
Sir ji mere rupya humko mila chiya jo ki humne police ka diya tha
75wReply
See translation
contact.ashishjain
बिजली की चोरी भी रोकिये
75wReply
See translation
kishan9897
बिजली व्यवस्था सही करने से कुछ नहीं होगा जब तक बिजली संविदा कर्मियों का व्यवस्था नही ठीक होगा।
75wReply
See translation
prashantsultania
I had experienced outage for 16-18 hours.. Thanks @myogi_adityanath and @bjp4up for such an improvement.. well done..👏👏👏
75wReply
narendramodi_bjp17
Hum apke saath h modi ji 🇮🇳
75wReply
See translation
its__saurabh313
Kuchh nhi mila
75wReply
See translation
the_rahul28s
ग्रामीण क्षेत्रों में हालत बहुत खराब है 8 घंटे बड़े muskil से अति है क्यूंकि लाइन चलती ही नही कभी कही टूट तो कभी कन्ही टूट जाति है
75wReply
See translation
tarunpratapsingh000
किसानो के कर्जा के बारे मै भी एक बार सोच लो 🙏
75wReply
See translation
mayank_shuklaa05
अरे साहब 10घंटे भी मुश्किल से आती है जरा सा गर्मी हो जाये तो,आंकड़े मतलब कुछ भी बताओगे,और ये तहसील का बता रहा
75wReply
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/243147148_135225335501602_4462894337707352249_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=XT7x_u5YBkIAX8pgFu9&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjY3MTgxNDYzMTU2MzIyNjUzNg%3D%3D.2-ccb7-5&oh=00_AfDQdwvXg5ChyCbBUBkjMLLB4Nn67mIRcrRzdggSMXR-6Q&oe=6413DE6F&_nc_sid=6136e7,27,September
253,"DECEMBER 10, 2022","bjp4up
Verified
भाजपा सरकार के प्रयासों से प्रदेश में खेलों को बढ़ावा मिलने के साथ ही खिलाड़ियों को भी प्रोत्साहित किया जा रहा है।

राष्ट्रीय चैम्पियनशिप में भागीदार खिलाड़ियों को खेल किट की धनराशि 1 हजार रुपये से बढ़ाकर 2,500 रुपये की गई।
13w
See translation
adiii__718
Bjp wale like karo sab
13wReply
See translation
adiii__718
Jo raam nhi vo kisi kaam ka nhi jai shree ram ❤️
13wReply
See translation
vs01268
हम सब खिलाड़ियों को गर्व है जल्द से जल्द खेल प्रकोष्ठ जिला क्रीड़ा हर खिलाड़ियों को दिया जाए जय हिंद जय भारत जय श्री राम
13wReply
See translation
shreemohansrivastava
Sarahneeya Kadam
13wReply
See translation
harsh_chauhan.28
Yogi ji photo bich me kariye.... Ve CM hai janta unko vote dekar CM banai h voh poore pradesh ka chehra h or jld desh k bhi honge
13wReply
See translation
rajeshchauhan191073
जय श्री राम जय हिंद जय भारत माता की जय 🇮🇳🇮🇳🙏
12wReply
See translation
hsvsjsgvbj
👏👏
13wReply",https://scontent-bom1-2.cdninstagram.com/v/t51.2885-15/318880139_1137343403631152_4233568813318077134_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-2.cdninstagram.com&_nc_cat=108&_nc_ohc=eB1aFUA4ak4AX9eX5ef&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=Mjk5MDEwNDM5NjYxNzIwMjU0NQ%3D%3D.2-ccb7-5&oh=00_AfBpc0oFb4GK3iRoYwxpCMQl0o6NTT438CUTQW2DqnVthA&oe=64142957&_nc_sid=6136e7,10,December
1422,"JUNE 20, 2021","bjp4up
Verified
भाजपा सरकार की नीतियों से वैक्सीनेशन को मिली रफ्तार

उत्तर प्रदेश सर्वाधिक युवाओं को वैक्सीन लगाने वाला देश का पहला राज्य।
#IndiaFightsCorona #corona #covid19 #world #worldlargestvaccinationdrive #vaccine #pandemic #india #bjp #swing #hospital
90w
See translation",https://scontent-bom1-1.cdninstagram.com/v/t51.2885-15/202906615_841883936430219_4979518535527403541_n.jpg?stp=dst-jpg_e15&_nc_ht=scontent-bom1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=8Vl6q_VoyHIAX_xnEoa&edm=ABmJApABAAAA&ccb=7-5&ig_cache_key=MjYwMDEyOTc2MjI4MDg3NDk3OA%3D%3D.2-ccb7-5&oh=00_AfAmBWKi0o9NNZ6wan7Vlg_NfwFhDXM3nb3EIrwRt4dMJg&oe=6413BFEC&_nc_sid=6136e7,20,June
